tipo_de_entidad,codigo_de_entidad,nombre_entidad,codigo_del_departamento,nombre_del_departamento,region,codigo_del_municipio,nombre_del_municipio,fecha_de_corte,cartera_de_creditos,categoria_a_riesgo_bajo_credito_de_vivienda,categoria_b_riesgo_intermedio_credito_de_vivienda,categoria_c_riesgo_alto_credito_de_vivienda,"categoria_a_riesgo_bajo_garantia_idonea,_creditos_y_leasing_de_consumo","Categoria_b_riesgo_intermedio_garantia_idonea,_creditos_y_leasing_de_consumo","categoria_c_riesgo_alto_garantia_idonea,_creditos_y_leasing_de_consumo","categoria_a_riesgo_bajo_garantia_idonea,_creditos_y_leasing_comerciales","categoria_b_riesgo_intermedio_garantia_idonea,_creditos_y_leasing_de_consumo","categoria_c_riesgo_alto_garantia_idonea,_creditos_y_leasing_comerciales",categoria_a_riesgo_bajo_bienes_dados_en_leasing,categoria_b_riesgo_intermedio_bienes_dados_en_leasing,categoria_c_riesgo_alto_bienes_dados_en_leasing,categoria_a_riesgo_bajo_microcreditos_garantia_idonea,categoria_b_riesgo_intermedio_microcreditos_garantia_idonea,categoria_c_riesgo_alto_microcreditos_garantia_idonea
1,23,Serfinansa,11,Cundinamarca,Andina,899,ZIPAQUIRA,2025-09-30,158233409726.22,4145452421.0,0.0,298137721.0,39579563107.27,1606436822.05,1566457035.3600001,114898154487.90001,201373794.45,489159560.85,0.0,0.0,0.0,0.0,0.0,0.0
1,7,Bancolombia,30,Guainia,Amazonía,1,PUERTO INIRIDA,2025-09-30,22905906309.56,3652590110.08,193546610.46,154118767.77,13960284830.640001,245816046.38,1144919912.33,4437758981.690001,22133183.42,269005533.81,0.0,0.0,0.0,851549417.7,21130199.93,2259576.63
1,51,Ban100 S.A.,31,Guaviare,Amazonía,15,CALAMAR,2025-09-30,30198538.04,0.0,0.0,0.0,31212018.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,60,Banco Mundo Mujer S.A.,5,Boyaca,Andina,759,SOGAMOSO,2025-09-30,17268583222.65,0.0,0.0,0.0,3695515268.9900002,4107904.34,34037984.269999996,907569643.8900001,0.0,219617388.35,0.0,0.0,0.0,12479281944.46,294632450.95,786093697.36
1,65,Leasing Bolivar,9,Cesar,Caribe,1,VALLEDUPAR,2025-09-30,2133120231.87,0.0,0.0,0.0,2185914677.36,15705346.73,100147589.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,65,Leasing Bolivar,27,Putumayo,Amazonía,755,SAN FRANCISCO,2025-09-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,128,Nu O Nu Financiera,11,Cundinamarca,Andina,322,GUASCA,2025-09-30,445863951.05,0.0,0.0,0.0,457265551.46,2899303.73,33250226.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,65,Leasing Bolivar,1,Antioquia,Andina,585,PUERTO NARE(LAMAGDALENA,2025-09-30,23670711.56,0.0,0.0,0.0,24554774.560000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,65,Leasing Bolivar,30,Guainia,Amazonía,999,TOTAL GUAINIA,2025-09-30,100713358.09,0.0,0.0,0.0,101496943.81,2436090.39,14538711.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,49,Av Villas,28,S. Andres Y Prov.,Insular,1,SAN ANDRES,2025-09-30,6899700064.38,1527567057.0,0.0,33622896.0,5565403582.45,35852058.26,197869170.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,13,Bbva Colombia,12,Choco,Pacífica,999,TOTAL CHOCO,2025-09-30,134956788162.75,4747561347.570001,0.0,25583308.4,121241120733.45001,1190420229.64,7626831289.67,11412614348.65,18840642.0,192325.06,0.0,0.0,0.0,0.0,0.0,0.0
1,13,Bbva Colombia,10,Cordoba,Caribe,555,PLANETA RICA,2025-09-30,85026130414.37,9001579526.98,180485204.38,19951733.34,64022328778.770004,550124123.56,5818915123.389999,11791098607.519999,1332963507.91,827743832.97,0.0,0.0,0.0,0.0,0.0,0.0
1,51,Ban100 S.A.,11,Cundinamarca,Andina,430,MADRID,2025-09-30,2990565117.78,0.0,0.0,0.0,2954490680.2,20978726.0,39698739.0,113270752.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,65,Leasing Bolivar,11,Cundinamarca,Andina,95,BITUIMA,2025-09-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,68,Banco Contactar,13,Huila,Andina,668,SAN AGUSTIN,2025-09-30,4560953642.08,0.0,0.0,0.0,3826378.89,0.0,0.0,118498676.5,0.0,1016970.0,0.0,0.0,0.0,4434368143.7,40899666.79,26521586.220000003
1,65,Leasing Bolivar,17,Nariño,Pacífica,565,PROVIDENCIA,2025-09-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,65,Leasing Bolivar,19,Quindio,Andina,548,PIJAO,2025-09-30,7140469.32,0.0,0.0,0.0,7383002.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,51,Ban100 S.A.,2,Atlantico,Caribe,606,REPELON,2025-09-30,512414577.89,0.0,0.0,0.0,531090980.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,7,Bancolombia,4,Bolivar,Caribe,468,MOMPOS,2025-09-30,41175134476.31,7189200836.06,641025723.94,661017550.35,14160138604.43,688532687.7,1373775429.4099998,17217001291.379997,362823873.61,1997668899.5300002,0.0,0.0,0.0,1150806691.68,0.0,159263970.13
1,43,Banco Agrario De Colombia O Banagrario.,10,Cordoba,Caribe,68,AYAPEL,2025-09-30,19056849722.59,0.0,100115384.0,0.0,2109729633.0,37868846.0,32105067.0,8603271980.0,354608234.0,3154173619.0,0.0,0.0,0.0,6207007271.0,400013408.0,1997443426.0
1,52,Bancamía S.A.,1,Antioquia,Andina,129,CALDAS,2025-09-30,7216365725.11,0.0,0.0,0.0,0.0,0.0,0.0,820528342.06,87094216.52,0.0,0.0,0.0,0.0,6456133144.74,40658367.33,96210624.61
1,51,Ban100 S.A.,11,Cundinamarca,Andina,322,GUASCA,2025-09-30,128176510.94,0.0,0.0,0.0,132103090.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,Jfk Cooperativa Financiera,28,S. Andres Y Prov.,Insular,999,TOTAL S. ANDRES Y PROV.,2025-09-30,37820773788.47,173538587.0,0.0,0.0,38015992773.420006,128315298.0,1000201786.24,185685591.0,6971495.0,45333480.0,0.0,0.0,0.0,0.0,0.0,0.0
1,51,Ban100 S.A.,5,Boyaca,Andina,638,SACHICA,2025-09-30,34844370.82,0.0,0.0,0.0,35926795.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,128,Nu O Nu Financiera,1,Antioquia,Andina,690,SANTO DOMINGO,2025-09-30,27100650.7,0.0,0.0,0.0,26300506.51,1904901.4,100785.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,128,Nu O Nu Financiera,2,Atlantico,Caribe,758,SOLEDAD,2025-09-30,11565064948.1,0.0,0.0,0.0,11653064531.08,280223108.2,1027983857.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,51,Ban100 S.A.,1,Antioquia,Andina,172,CHIGORODO,2025-09-30,2812816048.0,0.0,0.0,0.0,2902258751.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,42,"Bnp Paribas Colombia (La ""Sociedad"")",19,Quindio,Andina,999,TOTAL QUINDIO,2025-09-30,146468441396.03,22115497394.43,167248012.07,755590633.26,80227194327.62,688584963.45,1657714885.53,44078177096.119995,0.0,1309874956.0,0.0,0.0,0.0,0.0,0.0,0.0
1,30,Banco Caja Social,6,Caldas,Andina,380,LA DORADA,2025-09-30,18966249898.09,0.0,0.0,0.0,12278825186.13,50762644.51,317484805.35,2507926174.0,2395209.0,196164084.68,0.0,0.0,0.0,4447418183.83,41890128.93,48607068.3
1,59,Leasing Corficolombiana,21,Santander,Andina,533,PARAMO,2025-09-30,318724526.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,295187664.89,10172716.65,39717561.54
4,128,Nu O Nu Financiera,8,Cauca,Pacífica,809,TIMBIQUI,2025-09-30,3682196.51,0.0,0.0,0.0,3792286.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,43,Banco Agrario De Colombia O Banagrario.,11,Cundinamarca,Andina,524,PANDI,2025-09-30,9031422110.41,0.0,0.0,0.0,804077230.0,0.0,18780540.0,1263765969.0,34729499.0,59094905.0,0.0,0.0,0.0,6520741372.0,453286884.0,518189337.0
4,128,Nu O Nu Financiera,18,N. Santander,Andina,377,LABATECA,2025-09-30,34720452.46,0.0,0.0,0.0,36120431.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,53,Banco W S.A.,12,Choco,Pacífica,999,TOTAL CHOCO,2025-09-30,19811413693.59,0.0,0.0,0.0,2637223691.92,0.0,103503337.5,884617182.4300001,0.0,0.0,0.0,0.0,0.0,16235984047.58,155335651.22,518843097.71
1,59,Leasing Corficolombiana,13,Huila,Andina,799,TELLO,2025-09-30,225202437.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,217367568.29999998,337116.71,32928916.03
1,51,Ban100 S.A.,1,Antioquia,Andina,93,BETULIA,2025-09-30,1310764.58,0.0,0.0,0.0,1350800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,128,Nu O Nu Financiera,17,Nariño,Pacífica,260,EL TAMBO,2025-09-30,22606015.62,0.0,0.0,0.0,23190414.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,43,Banco Agrario De Colombia O Banagrario.,11,Cundinamarca,Andina,530,PARATEBUENO,2025-09-30,11757623101.09,270285662.0,0.0,0.0,790356123.25,0.0,22360579.0,1560093855.0,158566977.0,35391145.0,0.0,0.0,0.0,8680898822.0,387090948.0,465142711.0
1,65,Leasing Bolivar,17,Nariño,Pacífica,287,FUNES,2025-09-30,8689888.69,0.0,0.0,0.0,8985047.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,65,Leasing Bolivar,13,Huila,Andina,885,YAGUARA,2025-09-30,8795616.81,0.0,0.0,0.0,9094367.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,128,Nu O Nu Financiera,11,Cundinamarca,Andina,53,ARBELAEZ,2025-09-30,158834682.69,0.0,0.0,0.0,159800504.79,3020530.62,16428568.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,43,Banco Agrario De Colombia O Banagrario.,11,Cundinamarca,Andina,151,CAQUEZA,2025-09-30,31214173938.63,194595693.0,0.0,0.0,1919194495.0,23896784.0,160215161.0,6691138458.0,105514209.0,326678766.0,0.0,0.0,0.0,21843835089.0,662320488.0,843440740.0
1,43,Banco Agrario De Colombia O Banagrario.,13,Huila,Andina,872,VILLAVIEJA,2025-09-30,11521055966.06,472540699.0,0.0,0.0,1060168661.03,0.0,31062003.0,4583958085.0,219859034.0,1692375180.0,0.0,0.0,0.0,4178448900.0,233956449.0,889505852.0
1,13,Bbva Colombia,21,Santander,Andina,190,CIMITARRA,2025-09-30,52082792235.6,8434712874.13,1689971.36,452298130.28,29852322148.13,342149790.96,3941452688.95,14465952134.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,56,Banco Falabella S.A.,10,Cordoba,Caribe,999,TOTAL CORDOBA,2025-09-30,14258500927.0,0.0,0.0,0.0,14697996559.0,100718136.0,225018897.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,7,Bancolombia,18,N. Santander,Andina,3,ABREGO,2025-09-30,7090467471.83,1085578996.86,51836247.83,83999584.98,3451634391.87,80414957.41,434239027.49,2043844822.07,0.0,129353580.48,0.0,0.0,0.0,560206976.2,0.0,3658931.74
1,53,Banco W S.A.,13,Huila,Andina,359,ISNOS,2025-09-30,8800422273.63,0.0,0.0,0.0,41050761.9,0.0,1647192.0,687582481.5799999,0.0,0.0,0.0,0.0,0.0,8015391529.780001,180080362.97,123059259.74
1,2,Jfk Cooperativa Financiera,5,Boyaca,Andina,1,TUNJA,2025-09-30,153165510009.98,6799982476.0,73650183.0,0.0,149270024553.07,376265006.34,2038972877.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,51,Ban100 S.A.,23,Tolima,Andina,555,PLANADAS,2025-09-30,109702576.23,0.0,0.0,0.0,111762099.41,0.0,6521995.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,60,Banco Mundo Mujer S.A.,10,Cordoba,Caribe,999,TOTAL CORDOBA,2025-09-30,57011701945.22,0.0,0.0,0.0,3971415307.79,19384126.81,155864456.65,3214391744.86,7061414.99,669651884.25,0.0,0.0,0.0,48760177876.56,1345926151.01,3911130761.89
1,51,Ban100 S.A.,16,Meta,Orinoquía,606,RESTREPO,2025-09-30,570541413.5,0.0,0.0,0.0,588219262.38,0.0,7940970.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,39,Banco Davivienda,17,Nariño,Pacífica,356,IPIALES,2025-09-30,138016702507.81,56924191544.59,1150053588.73,3005159630.2,43387808111.0,640350653.73,2043861632.04,27929487672.24,0.0,2292907443.86,0.0,0.0,0.0,0.0,0.0,0.0
1,65,Leasing Bolivar,4,Bolivar,Caribe,473,MORALES,2025-09-30,6301118.03,0.0,0.0,0.0,6515140.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,43,Banco Agrario De Colombia O Banagrario.,4,Bolivar,Caribe,6,ACHI,2025-09-30,17894046727.75,0.0,0.0,0.0,993805032.0,0.0,2861733.0,1250768053.0,4794875.0,375395177.0,0.0,0.0,0.0,12928391175.0,559964873.0,5560952102.0
4,128,Nu O Nu Financiera,27,Putumayo,Amazonía,568,PUERTO ASIS,2025-09-30,690925275.48,0.0,0.0,0.0,697557341.29,17425092.02,32773719.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,60,Banco Mundo Mujer S.A.,27,Putumayo,Amazonía,885,VILLAGARZON,2025-09-30,4509354509.5,0.0,0.0,0.0,1042223709.08,5067692.04,14308601.89,39220545.74,0.0,15693660.0,0.0,0.0,0.0,3432669021.27,32601160.36,203580285.12
1,39,Banco Davivienda,28,S. Andres Y Prov.,Insular,999,TOTAL S. ANDRES Y PROV.,2025-09-30,73297867946.4,10746368002.51,395241155.6,425152705.95,56361204128.9,728458700.79,2711170841.07,15651746466.460001,7121974.05,549804444.14,0.0,0.0,0.0,0.0,0.0,0.0
1,59,Leasing Corficolombiana,19,Quindio,Andina,594,QUIMBAYA,2025-09-30,425925266.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,410966995.23,12117368.74,26797039.79
1,65,Leasing Bolivar,8,Cauca,Pacífica,533,PIAMONTE,2025-09-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,51,Ban100 S.A.,24,Valle Del Cauca,Pacífica,122,CAICEDONIA,2025-09-30,1197439988.29,0.0,0.0,0.0,1234307138.57,0.0,10336034.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,128,Nu O Nu Financiera,17,Nariño,Pacífica,699,SANTACRUZ,2025-09-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,Jfk Cooperativa Financiera,17,Nariño,Pacífica,356,IPIALES,2025-09-30,30981776513.81,267786277.0,0.0,0.0,30958779041.82,266840294.71,690537013.8000001,84606531.0,0.0,1170480.0,0.0,0.0,0.0,14750012.0,0.0,3937500.0
1,1,Cooperativa Financiera De Antioquia Cfa,21,Santander,Andina,276,FLORIDABLANCA,2025-09-30,197895939949.36,65409857519.79,922137398.3,1100638157.36,118351681894.38,3348705242.23,6994567212.9,12680474679.640001,346688631.37,839077421.71,0.0,0.0,0.0,0.0,0.0,0.0
1,7,Bancolombia,11,Cundinamarca,Andina,430,MADRID,2025-09-30,139214376841.53,69014579641.61,705878610.53,2340000988.52,44379466806.64,754186645.72,4523843511.5,23565414373.28,17177641.99,755985985.37,0.0,0.0,0.0,1285899125.1399999,42846136.52,57223311.31
1,51,Ban100 S.A.,23,Tolima,Andina,585,PURIFICACION,2025-09-30,649313885.19,0.0,0.0,0.0,669734789.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,65,Leasing Bolivar,1,Antioquia,Andina,266,ENVIGADO,2025-09-30,6182477797.24,0.0,0.0,0.0,6320319476.54,57221381.48,226422863.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,59,Leasing Corficolombiana,5,Boyaca,Andina,172,CHINAVITA,2025-09-30,427417307.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,412489161.7,13708517.91,11484176.98
4,128,Nu O Nu Financiera,11,Cundinamarca,Andina,148,CAPARRAPI,2025-09-30,35129991.1,0.0,0.0,0.0,36184328.400000006,69036.5,4899913.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,65,Leasing Bolivar,22,Sucre,Caribe,429,MAJAGUAL,2025-09-30,7491870.81,0.0,0.0,0.0,7746338.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,4,Cotrafa Financiera,1,Antioquia,Andina,697,EL SANTUARIO,2025-09-30,10506992539.0,1859275326.0,0.0,0.0,7215621717.0,51220453.0,303167914.0,175975920.0,0.0,0.0,0.0,0.0,0.0,1369057805.0,6700175.0,112655943.0
4,128,Nu O Nu Financiera,5,Boyaca,Andina,248,EL ESPINO,2025-09-30,14985109.99,0.0,0.0,0.0,15372496.91,0.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,51,Ban100 S.A.,24,Valle Del Cauca,Pacífica,999,TOTAL VALLE DEL CAUCA,2025-09-30,198176347510.73,0.0,0.0,0.0,202806220561.87997,1866863952.04,1405101505.53,0.0,0.0,0.0,0.0,0.0,0.0,84377625.94,64526523.0,154709770.2
4,128,Nu O Nu Financiera,12,Choco,Pacífica,50,ATRATO,2025-09-30,7377293.14,0.0,0.0,0.0,7382543.21,220985.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,23,Serfinansa,18,N. Santander,Andina,1,CUCUTA,2025-09-30,446824248979.53,15138363633.0,110282468.0,966168985.0,208434983333.85,4284665216.95,6417415184.059999,215889993464.53,5633844858.14,13407789536.15,0.0,0.0,0.0,0.0,0.0,0.0
1,1,Cooperativa Financiera De Antioquia Cfa,1,Antioquia,Andina,129,CALDAS,2025-09-30,34751149140.83,13499653266.73,36531856.69,107662639.03,18782253564.739998,835205048.6,1414698144.66,2068619911.37,57426438.89,430181305.95000005,0.0,0.0,0.0,0.0,0.0,0.0
1,59,Leasing Corficolombiana,25,Arauca,Orinoquía,1,ARAUCA,2025-09-30,4100365103.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3912800888.57,142774229.49,255709276.45999998
1,1,Cooperativa Financiera De Antioquia Cfa,4,Bolivar,Caribe,1,CARTAGENA,2025-09-30,1529498132882.29,363425646990.23,3481804492.33,11789113892.84,362688827199.42,12723446740.06,23615077643.56,787410689962.6201,6602473693.2,26297911776.760002,0.0,0.0,0.0,0.0,0.0,0.0
1,57,Banco Pichincha S.A.,10,Cordoba,Caribe,999,TOTAL CORDOBA,2025-09-30,30656851288.48,0.0,0.0,0.0,31922829778.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,59,Leasing Corficolombiana,21,Santander,Andina,217,COROMORO,2025-09-30,159169993.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141231400.9,7908391.96,39717843.94
1,43,Banco Agrario De Colombia O Banagrario.,18,N. Santander,Andina,418,LOURDES,2025-09-30,9169083504.91,139580299.0,0.0,0.0,562717310.0,18979765.0,0.0,730094053.0,25172076.0,1400000.0,0.0,0.0,0.0,7235163625.0,432694297.0,453378307.0
1,54,Bancoomeva,10,Cordoba,Caribe,1,MONTERIA,2025-09-30,48715188946.45,16029694842.0,382109642.0,258667864.0,29129381874.25,1243975215.67,1631783438.72,2651311049.41,0.0,1372534695.82,0.0,0.0,0.0,0.0,0.0,0.0
1,43,Banco Agrario De Colombia O Banagrario.,6,Caldas,Andina,42,ANSERMA,2025-09-30,22130355885.53,942640717.0,0.0,0.0,2307160023.0,180586135.0,17223351.0,4844214093.0,426711195.0,361142104.0,0.0,0.0,0.0,12707623638.0,361914033.0,1524479815.0
4,128,Nu O Nu Financiera,27,Putumayo,Amazonía,571,PUERTO GUZMAN,2025-09-30,18376678.63,0.0,0.0,0.0,18696025.54,184281.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,59,Leasing Corficolombiana,5,Boyaca,Andina,189,CIENEGA,2025-09-30,352107151.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,347473971.13,0.0,13716359.1
1,2,Jfk Cooperativa Financiera,3,Bogota,Andina,1,BOGOTA,2025-09-30,5795478443094.35,350950398265.03,5427778809.0,11057996179.97,2879651128575.07,19065298796.14,110927022691.15,2433775679958.75,21069468979.0,76828218255.98001,0.0,0.0,0.0,0.0,0.0,0.0
1,43,Banco Agrario De Colombia O Banagrario.,11,Cundinamarca,Andina,398,LA PEÑA,2025-09-30,19969475629.77,41255072.0,0.0,0.0,1029826842.32,0.0,1917450.0,2532612254.0,75216667.0,146541595.0,0.0,0.0,0.0,15466601366.0,534851802.0,1069066666.0
1,67,Leasing Bancolombia,17,Nariño,Pacífica,835,TUMACO,2025-09-30,49353168.0,0.0,0.0,0.0,50993316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,128,Nu O Nu Financiera,18,N. Santander,Andina,874,VILLA DEL ROSARIO,2025-09-30,3206105761.87,0.0,0.0,0.0,3228817094.12,96564074.69,244025161.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,128,Nu O Nu Financiera,11,Cundinamarca,Andina,281,FOSCA,2025-09-30,6417312.79,0.0,0.0,0.0,6494824.35,104317.0,3459900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,51,Ban100 S.A.,5,Boyaca,Andina,842,UMBITA,2025-09-30,30765746.98,0.0,0.0,0.0,31696625.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,128,Nu O Nu Financiera,1,Antioquia,Andina,347,HELICONIA,2025-09-30,22142992.55,0.0,0.0,0.0,22922834.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,43,Banco Agrario De Colombia O Banagrario.,8,Cauca,Pacífica,110,BUENOS AIRES,2025-09-30,10522873059.55,105547832.0,0.0,0.0,1041833869.0,0.0,117425928.0,1425488440.0,63873577.0,92018223.0,0.0,0.0,0.0,7086050402.0,352382804.0,1086694953.0
1,51,Ban100 S.A.,18,N. Santander,Andina,520,PAMPLONITA,2025-09-30,68500006.87,0.0,0.0,0.0,70962046.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,7,Bancolombia,1,Antioquia,Andina,679,SANTA BARBARA,2025-09-30,40611953401.74,11986298800.289999,194370035.72,107098230.8,11528214530.11,365949622.26,1563927129.1399999,16035129273.17,44724784.42,3058686180.0,0.0,0.0,0.0,706156691.42,3100000.0,48968380.28
1,59,Leasing Corficolombiana,17,Nariño,Pacífica,317,GUACHUCAL,2025-09-30,995576589.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,935670058.85,33835707.1,118836213.25999999
1,42,"Bnp Paribas Colombia (La ""Sociedad"")",1,Antioquia,Andina,266,ENVIGADO,2025-09-30,59291324751.05,0.0,0.0,0.0,59440145427.880005,596554768.08,1383792051.73,138386342.6,1722430.0,4974207.89,0.0,0.0,0.0,0.0,0.0,0.0
1,59,Leasing Corficolombiana,5,Boyaca,Andina,621,RONDON,2025-09-30,39179925.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39575682.51,0.0,0.0
1,2,Jfk Cooperativa Financiera,15,Magdalena,Caribe,999,TOTAL MAGDALENA,2025-09-30,433344089746.2,8014916196.8,64627067.0,178399647.56,402715949617.45,3306614857.83,17067261550.119999,27212725351.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,65,Leasing Bolivar,15,Magdalena,Caribe,258,EL PI#ON,2025-09-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,128,Nu O Nu Financiera,20,Risaralda,Andina,440,MARSELLA,2025-09-30,110247778.18,0.0,0.0,0.0,111314994.14999999,1983290.18,3309640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,128,Nu O Nu Financiera,1,Antioquia,Andina,495,NECHI,2025-09-30,71429354.3,0.0,0.0,0.0,71773023.53,1534560.97,21217639.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,43,Banco Agrario De Colombia O Banagrario.,13,Huila,Andina,999,TOTAL HUILA,2025-09-30,1049492787490.7,30904507859.0,1947109286.0,891809667.0,83442572510.42,925920984.34,4489618347.0,324718533927.55,12059016745.0,37179302921.0,0.0,0.0,0.0,563682765687.0,25259655924.0,52268068846.0
1,52,Bancamía S.A.,28,S. Andres Y Prov.,Insular,1,SAN ANDRES,2025-09-30,7838811720.94,0.0,0.0,0.0,0.0,0.0,0.0,624185937.7800001,0.0,0.0,0.0,0.0,0.0,7161582955.0,140471930.72,252673486.57
1,43,Banco Agrario De Colombia O Banagrario.,18,N. Santander,Andina,172,CHINACOTA,2025-09-30,11808972117.2,553555337.0,0.0,0.0,3478336281.0,32771963.0,54595555.0,1738620421.0,259924301.0,424618611.0,0.0,0.0,0.0,5604764237.0,341657778.0,495240133.0
4,128,Nu O Nu Financiera,17,Nariño,Pacífica,390,LA TOLA,2025-09-30,139006.48,0.0,0.0,0.0,142600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,65,Leasing Bolivar,4,Bolivar,Caribe,248,EL GUAMO,2025-09-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,118,Crezcamos S.A.,4,Bolivar,Caribe,468,MOMPOS,2025-09-30,2001612820.62,0.0,0.0,0.0,0.0,0.0,0.0,188153776.63,0.0,233100267.21,0.0,0.0,0.0,1717053464.0700002,25078448.44,62181183.71000001
